topic_id,topic_label,topic_weights,sentiment_score,bid
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R01awu8LJ
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,QFWKbviWx
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R00f71DgF
4,公众反馈/举报,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-1.0,R00yS2GFE
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFUdjDvPv
2,城市问题,"{'1': 0.2, '2': 0.8, '3': 0.0, '4': 0.0}",0.2,QFXnCydyX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFUiXpPz0
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.6,QFTrZ5Ea1
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFWbG9Iwx
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFWvW1mCL
3,民生服务,"{'1': 0.1, '2': 0.0, '3': 0.85, '4': 0.05}",0.85,QFXkdokoC
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFWeNpO0V
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,QFWKbviWx
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R01awu8LJ
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R00yS2GFE
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFXnCydyX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R00f71DgF
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFUdjDvPv
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFUiXpPz0
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFWvW1mCL
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFWeNpO0V
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,QFWbG9Iwx
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.2,QFTrZ5Ea1
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R0Tip2MPS
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R0We8Dbeu
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",-0.6,R0W4J96sM
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R0UrcBVMY
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.7, '4': 0.3}",0.0,R0T7LxAn1
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.5,R0UvZz00E
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFnjRc72T
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.4,R0UYZEebX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFmWtyfFH
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFmfvkxEC
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.5,QFnF2dfzf
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.0, '4': 0.9}",-0.6,QFnEakSiU
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QFhV2hCZE
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFlJRn7o6
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFkx50qnG
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFixso7P8
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFlh1p5G2
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.3,QFnoLwhoH
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.3,QFnwOkTAs
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,QFlF6wk3X
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFlzIbvY3
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,QFmdC8DJ9
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QFlZbCVO1
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFirOqO31
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.2,QFhvAlWbT
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFiau7WIU
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFnnPjDTD
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.5,QFiXLmfnp
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFldcg6qL
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFi7eecep
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,QFiKWcbcB
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFm2Q02qy
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFiHVuiPs
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.8,QFiDYtdYR
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.0, '4': 1.0}",-0.9,R002pfIwR
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R002vE3su
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,QFXkBdRFC
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFVjaayn6
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFV6mj1pS
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.0,QFX6kFqt9
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFUdr6jcB
3,民生服务,"{'1': 0.3, '2': 0.0, '3': 0.5, '4': 0.2}",0.9,QFTFFqX8J
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R01JJie79
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.3,R01yNDPYp
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,QFWR6i2WZ
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFWBy4vo8
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R002pfIwR
2,城市问题,"{'1': 0.0, '2': 0.9, '3': 0.1, '4': 0.0}",-0.6,R002vE3su
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFXkBdRFC
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFVjaayn6
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFV6mj1pS
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFUdr6jcB
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFX6kFqt9
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFTFFqX8J
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R01JJie79
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R01yNDPYp
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFWBy4vo8
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R05Hraxtf
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.8,QFWR6i2WZ
3,民生服务,"{'1': 0.1, '2': 0.0, '3': 0.9, '4': 0.0}",0.6,R06Gu3CPM
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R07SssTtc
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R07o1save
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R07Rx41Tu
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R05TmtENs
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R08JVuREc
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R07ItgM7O
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R07WrCtKN
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-0.8,R07qSr3lP
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R06DSsIwQ
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R08wcqymy
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R09cqfNWA
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R08jD2Ts8
3,民生服务,"{'1': 0.0, '2': 0.1, '3': 1.0, '4': 0.0}",0.8,R07Ls1a8O
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.1, '4': 0.9}",0.2,R07ORzgwk
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.3, '4': 0.7}",-0.6,R07UHlP1P
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R08MmvKY2
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R09eDhQi2
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",0.0,R06cYrMiX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R09124xgt
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R05ZDEtyf
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R07Rewnyq
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.2, '4': 0.5}",0.0,R03NrCjcI
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R07rzABB8
4,公众反馈/举报,"{'1': 0.0, '2': 0.4, '3': 0.1, '4': 0.5}",-0.9,R05ytcroO
4,公众反馈/举报,"{'1': 0.0, '2': 0.3, '3': 0.2, '4': 0.5}",-0.9,R05rsiXbn
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.6,R25YThLFD
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.3,R269liCqK
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,R08ukniop
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R254tAAPa
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,R24ajrx7H
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R25ALtJhB
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R0fsua7Uq
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R0hH03irH
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0f62hn9M
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0fP77GNr
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R0h8IyAY7
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R0fyMmY8u
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R0eSanjsq
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R0hAP80tl
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0f62hn9M
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,R0hH03irH
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R0fsua7Uq
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0h8IyAY7
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.1, '4': 0.7}",0.0,R0eUw9B6b
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R0fP77GNr
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R0fyMmY8u
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R0eSanjsq
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R0hAP80tl
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R0eUw9B6b
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,R00bsmV6y
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.5,QFWMKdisg
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R009W8qQg
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R018HodSR
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QFUkX5M47
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFTFmeC4B
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFWr3xPVP
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFW6Fs5B0
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFWcQdtaO
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFVkRtSwe
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QFUUDzlTv
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFV64wVAS
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QFU7G3xjF
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,R00bsmV6y
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,R009W8qQg
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",-0.5,QFWMKdisg
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R018HodSR
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFUkX5M47
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFTFmeC4B
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFWr3xPVP
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QFWcQdtaO
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFW6Fs5B0
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFV64wVAS
2,城市问题,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFUUDzlTv
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFVkRtSwe
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,QEo2Zmxmx
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,QEpeo0GBG
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFU7G3xjF
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QEosoiIlt
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QEngiEVd5
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.0, '4': 0.9}",-0.8,QEjK5eWtR
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",1.0,QEmPKokBA
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QEsW5EefL
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,R0S98iIJQ
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.1, '4': 0.7}",0.0,R0SSA8CnL
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFmJGaENZ
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFmD9gIy2
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,QFmJ3u9XY
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.5,R0TYyzLfI
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QFlyqEX9u
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFi5nChYD
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,QFijHdyMe
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFk0Pv9WX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFhMNw2FI
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.3, '4': 0.5}",-0.3,QFlHE2nBe
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,QFk6pcCTu
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFn94u5tv
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QFjM0pKfJ
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFljv4B6Y
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R06MObK6z
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R07aV4mft
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R05PCoh8Q
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.3,R07zpfeoS
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.0,R05LOhldJ
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.1, '4': 0.0}",0.2,R08uCoNly
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R06hsCVeZ
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.1, '4': 0.7}",-0.6,R07Vu2UEd
3,民生服务,"{'1': 0.2, '2': 0.1, '3': 0.7, '4': 0.0}",0.9,R06wMq9pl
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.3,R06LR0nFM
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.5,R07xDAjhD
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.6,R05IAx9w5
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R07sTiWWX
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,R0912ne7Y
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.9,R08pktqQk
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,R06NY3pgn
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.5,R06oJ3qI8
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,R07nznTmy
1,政务发布,"{'1': 0.8, '2': 0.0, '3': 0.2, '4': 0.0}",0.0,R074PpR3f
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,R042RrQXj
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,R07Ee7Bil
3,民生服务,"{'1': 0.0, '2': 0.3, '3': 0.5, '4': 0.2}",0.2,R08UXyG3Y
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R06yHzvh5
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R06rroESM
2,城市问题,"{'1': 0.0, '2': 0.3, '3': 0.7, '4': 0.0}",1.0,R06XDzgHs
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,R072Ie2Fj
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R0SuhpFwB
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.9,R0Su4pyTz
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R05zlmotY
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.5,QFVDdroJR
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R27ISfB4k
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",1.0,R27Hz6GGq
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R29FXkKp9
4,公众反馈/举报,"{'1': 0.0, '2': 0.4, '3': 0.0, '4': 1.0}",-0.8,R000nmSXR
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QFVkso1Xn
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,R0005fUbF
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.5,QFUDbfApc
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QFQ2wsHA9
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R01aGBkOj
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.3,QFX4vpAGN
4,公众反馈/举报,"{'1': 0.0, '2': 0.1, '3': 0.2, '4': 0.7}",-0.8,R000nmSXR
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,R0005fUbF
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,QFVkso1Xn
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QFQ2wsHA9
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QFUDbfApc
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,R01aGBkOj
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QDZUDgd9g
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.0,QDYbgokDD
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.0,QFX4vpAGN
2,城市问题,"{'1': 0.0, '2': 1.0, '3': 0.0, '4': 0.0}",-0.9,QDZGlCs0n
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QDZWRxu86
1,政务发布,"{'1': 0.9, '2': 0.0, '3': 0.05, '4': 0.05}",0.8,QDYdNx4eS
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QDX3Iz3iY
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",1.0,QE0LedHpM
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.8,QDZnn1YB0
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-1.0,QDWft8sjs
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QDYcNpus6
3,民生服务,"{'1': 0.0, '2': 0.0, '3': 1.0, '4': 0.0}",0.8,QDWOYyki2
1,政务发布,"{'1': 1.0, '2': 0.0, '3': 0.0, '4': 0.0}",0.9,QDVDgxX8b
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.9,QFW3Rdk65
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.3, '4': 0.5}",0.8,R01uo9aX7
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",0.0,QFX85q1mH
4,公众反馈/举报,"{'1': 0.0, '2': 0.2, '3': 0.0, '4': 0.8}",-0.9,R01KYCMVm
4,公众反馈/举报,"{'1': 0.0, '2': 0.0, '3': 0.0, '4': 1.0}",-0.8,QFU7R3WsW
